29.22794117647059	43.75	7	13.022
26.688815060908084	40.00	4	5.645
30.573248407643312	64.29	9	11.428
28.65853658536585	47.06	8	15.298
26.666666666666668	0.00	0	0.767
14.888010540184455	31.58	6	9.651
23.261694058154237	58.82	10	10.164
22.033898305084744	33.33	8	9.931
19.672131147540984	25.81	8	10.697
26.543209876543212	42.11	8	8.868
28.67924528301887	56.00	14	11.595
15.836298932384341	42.86	3	11.114
23.08707124010554	50.00	5	11.641
34.0	66.67	12	11.108
16.49484536082474	0.00	0	8.112
23.711340206185564	40.00	8	10.051
24.336283185840706	66.67	8	11.79
27.857142857142858	22.22	4	8.571
30.476190476190478	42.31	11	10.761
26.044226044226043	25.00	2	8.438
23.42995169082126	5.71	2	10.319
27.205882352941174	71.43	10	7.523
22.92490118577075	47.06	16	12.778
24.795081967213115	42.86	15	7.805
